id,name,category,price,stock,description,indication,dosage,ingredients,benefits,side_effects,expiry,type,photo,is_active,tags
477,Alpha Lipoic Acid Kapsul,Vitamin & Suplemen,75000.0,79,Alpha Lipoic Acid 600mg,"Neuropati diabetik, antioksidan; Gejala: neuropati; kesemutan diabetes; antioksidan kuat",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Alpha Lipoic Acid 600mg,"Neuropati diabetik, antioksidan; neuropati; kesemutan diabetes; antioksidan kuat; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Mual, ruam kulit",2027-06-30,Kapsul,https://placehold.co/400x300/f8fafc/eab308?text=Alpha+Lipoic+Acid+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
478,Gymnema Sylvestre Kapsul,Herbal & Tradisional,55000.0,91,Gymnema Sylvestre 400mg,Membantu mengurangi absorpsi gula; Gejala: gula darah; diabetes; gymnema,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Gymnema Sylvestre 400mg,Membantu mengurangi absorpsi gula; gula darah; diabetes; gymnema; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2027-06-30,Kapsul,https://placehold.co/400x300/f8fafc/84cc16?text=Gymnema+Sylvestre+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
479,CoQ10 Kapsul 100mg,Vitamin & Suplemen,125000.0,56,Ubiquinone 100mg,"Fungsi jantung, energi, tekanan darah; Gejala: jantung; tensi; coq10; energi",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ubiquinone 100mg,"Fungsi jantung, energi, tekanan darah; jantung; tensi; coq10; energi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Insomnia ringan, mual",2028-12-31,Kapsul,https://placehold.co/400x300/f8fafc/eab308?text=CoQ10+Kapsul+100mg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
480,Resveratrol Kapsul,Vitamin & Suplemen,95000.0,98,Trans-Resveratrol 100mg,"Antioksidan jantung, kolesterol; Gejala: antioksidan; jantung; kolesterol; anggur merah",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Trans-Resveratrol 100mg,"Antioksidan jantung, kolesterol; antioksidan; jantung; kolesterol; anggur merah; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Jarang,2026-12-31,Kapsul,https://placehold.co/400x300/f8fafc/eab308?text=Resveratrol+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
481,Celery Seed Extract,Herbal & Tradisional,95000.0,32,Apium graveolens Seed 450mg,Tekanan darah tinggi herbal; Gejala: tekanan darah; hipertensi herbal; seledri,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Apium graveolens Seed 450mg,Tekanan darah tinggi herbal; tekanan darah; hipertensi herbal; seledri; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/84cc16?text=Celery+Seed+Extract,True,"[""otc"",""indonesia"",""chatbot-ready""]"
482,Garlic Extract Tablet,Herbal & Tradisional,65000.0,79,Allium sativum 1000mg,"Kolesterol, tekanan darah, imun; Gejala: kolesterol; tekanan darah; bawang putih",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Allium sativum 1000mg,"Kolesterol, tekanan darah, imun; kolesterol; tekanan darah; bawang putih; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Bau bawang, mual",2029-01-15,Tablet,https://placehold.co/400x300/f8fafc/84cc16?text=Garlic+Extract+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
483,Hawthorn Berry Kapsul,Herbal & Tradisional,85000.0,60,Crataegus monogyna 600mg,Kesehatan jantung herbal barat; Gejala: jantung herbal; palpitasi ringan,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Crataegus monogyna 600mg,Kesehatan jantung herbal barat; jantung herbal; palpitasi ringan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2029-01-15,Kapsul,https://placehold.co/400x300/f8fafc/84cc16?text=Hawthorn+Berry+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
484,Propolis Kapsul,Herbal & Tradisional,95000.0,72,Brazilian Green Propolis 500mg,"Imun, antibakteri alami, antioksidan; Gejala: propolis; antibakteri; imun premium",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Brazilian Green Propolis 500mg,"Imun, antibakteri alami, antioksidan; propolis; antibakteri; imun premium; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Alergi lebah (jarang),2029-01-15,Kapsul,https://placehold.co/400x300/f8fafc/84cc16?text=Propolis+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
485,Soyisoflavon Kapsul,Vitamin & Suplemen,115000.0,41,Soya Isoflavones 40mg,"Menopause, hot flash, kesehatan wanita; Gejala: menopause; hot flash; isoflavon",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Soya Isoflavones 40mg,"Menopause, hot flash, kesehatan wanita; menopause; hot flash; isoflavon; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Jarang,2029-01-15,Kapsul,https://placehold.co/400x300/f8fafc/eab308?text=Soyisoflavon+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
486,Eve Primrose Oil Kapsul,Vitamin & Suplemen,95000.0,56,Gamma Linolenic Acid 45mg,"PMS, nyeri haid, hormonal balance; Gejala: PMS; nyeri haid hormonal; evening primrose",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Gamma Linolenic Acid 45mg,"PMS, nyeri haid, hormonal balance; PMS; nyeri haid hormonal; evening primrose; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Jarang, sakit kepala ringan",2026-12-31,Kapsul,https://placehold.co/400x300/f8fafc/eab308?text=Eve+Primrose+Oil+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
487,Vitex Agnus Castus,Herbal & Tradisional,85000.0,33,Vitex Agnus Castus Extract 400mg,"Ketidakseimbangan hormon wanita, PMS; Gejala: hormonal wanita; PMS parah; vitex",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Vitex Agnus Castus Extract 400mg,"Ketidakseimbangan hormon wanita, PMS; hormonal wanita; PMS parah; vitex; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Jarang,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/84cc16?text=Vitex+Agnus+Castus,True,"[""otc"",""indonesia"",""chatbot-ready""]"
488,Calcium Pantothenate,Vitamin & Suplemen,25000.0,403,Calcium Pantothenate 500mg (Vit B5),"Metabolisme, kesehatan kulit dan rambut; Gejala: vitamin b5; kulit; metabolisme",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Calcium Pantothenate 500mg (Vit B5),"Metabolisme, kesehatan kulit dan rambut; vitamin b5; kulit; metabolisme; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Jarang,2029-01-15,Produk,https://placehold.co/400x300/f8fafc/eab308?text=Calcium+Pantothenate,True,"[""otc"",""indonesia"",""chatbot-ready""]"
489,Iron Chelate Kapsul,Vitamin & Suplemen,85000.0,41,Ferrous Bisglycinate 25mg,Anemia tanpa efek sembelit; Gejala: anemia; zat besi lembut; hamil,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ferrous Bisglycinate 25mg,Anemia tanpa efek sembelit; anemia; zat besi lembut; hamil; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Lebih mahal, jarang",2028-03-15,Kapsul,https://placehold.co/400x300/f8fafc/eab308?text=Iron+Chelate+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
490,Melatonin 3mg Tablet,Vitamin & Suplemen,95000.0,76,Melatonin 3mg,"Insomnia, jet lag, gangguan tidur; Gejala: insomnia; susah tidur; jet lag",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Melatonin 3mg,"Insomnia, jet lag, gangguan tidur; insomnia; susah tidur; jet lag; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Mengantuk, mimpi vivid",2028-12-31,Tablet,https://placehold.co/400x300/f8fafc/eab308?text=Melatonin+3mg+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
491,Passiflora Kapsul,Herbal & Tradisional,65000.0,90,Passiflora incarnata 400mg,Cemas ringan dan gangguan tidur herbal; Gejala: cemas; susah tidur; herbal relaksasi,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Passiflora incarnata 400mg,Cemas ringan dan gangguan tidur herbal; cemas; susah tidur; herbal relaksasi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mengantuk,2026-12-31,Kapsul,https://placehold.co/400x300/f8fafc/84cc16?text=Passiflora+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
492,Valerian Root Kapsul,Herbal & Tradisional,85000.0,40,Valeriana officinalis 300mg,"Insomnia herbal, cemas; Gejala: insomnia herbal; valerian; relaksasi",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Valeriana officinalis 300mg,"Insomnia herbal, cemas; insomnia herbal; valerian; relaksasi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Mengantuk siang,2028-12-31,Kapsul,https://placehold.co/400x300/f8fafc/84cc16?text=Valerian+Root+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
493,Diphenhydramine Tablet 25mg,Alergi & Gatal,5000.0,318,Diphenhydramine HCl 25mg,"Gangguan tidur, antihistamin; Gejala: susah tidur; insomnia ringan; antihistamin",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Diphenhydramine HCl 25mg,"Gangguan tidur, antihistamin; susah tidur; insomnia ringan; antihistamin; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Sangat mengantuk, mulut kering",2029-01-15,Tablet,https://placehold.co/400x300/f8fafc/8b5cf6?text=Diphenhydramine+Tablet+25mg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
494,Enterogermina Oral Suspension,Pencernaan & Diare,55000.0,54,Bacillus clausii 2 billion/5ml,"Diare akut, pemulihan antibiotik; Gejala: probiotik spore; diare antibiotik; pemulihan",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Bacillus clausii 2 billion/5ml,"Diare akut, pemulihan antibiotik; probiotik spore; diare antibiotik; pemulihan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Jarang,2029-01-15,Produk,https://placehold.co/400x300/f8fafc/f59e0b?text=Enterogermina+Oral+Suspension,True,"[""otc"",""indonesia"",""chatbot-ready""]"
495,Bio Lacto B Drops,Pencernaan & Diare,95000.0,55,Lactobacillus acidophilus drops bayi,"Kolik, diare bayi, imun saluran cerna bayi; Gejala: kolik bayi; probiotik drops bayi",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Lactobacillus acidophilus drops bayi,"Kolik, diare bayi, imun saluran cerna bayi; kolik bayi; probiotik drops bayi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Jarang,2028-12-31,Tetes,https://placehold.co/400x300/f8fafc/f59e0b?text=Bio+Lacto+B+Drops,True,"[""otc"",""indonesia"",""chatbot-ready""]"
496,Simethicone Tablet 40mg,Pencernaan & Diare,3000.0,364,Simethicone 40mg,Kembung dan gas berlebih generik murah; Gejala: kembung generik; gas perut; anak kembung,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Simethicone 40mg,Kembung dan gas berlebih generik murah; kembung generik; gas perut; anak kembung; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2027-06-30,Tablet,https://placehold.co/400x300/f8fafc/f59e0b?text=Simethicone+Tablet+40mg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
497,Domperidone Tablet 10mg,Lambung & Maag,12000.0,162,Domperidone 10mg,"Mual, muntah, lambung lambat; Gejala: mual; muntah; lambung lambat; motilitas",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Domperidone 10mg,"Mual, muntah, lambung lambat; mual; muntah; lambung lambat; motilitas; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Sakit kepala, galaktore (jarang)",2026-12-31,Tablet,https://placehold.co/400x300/f8fafc/10b981?text=Domperidone+Tablet+10mg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
498,Ondansetron Tablet 4mg,Pencernaan & Diare,22000.0,369,Ondansetron HCl 4mg,"Mual muntah kehamilan, pasca kemo; Gejala: mual muntah kehamilan; morning sickness",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ondansetron HCl 4mg,"Mual muntah kehamilan, pasca kemo; mual muntah kehamilan; morning sickness; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Sakit kepala, konstipasi",2028-12-31,Tablet,https://placehold.co/400x300/f8fafc/f59e0b?text=Ondansetron+Tablet+4mg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
499,Hyoscine Tablet 10mg,Pencernaan & Diare,8000.0,481,Hyoscine Butylbromide 10mg,"Kram perut, kolik, nyeri spasmodik; Gejala: kram perut; kolik; perut kejang",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Hyoscine Butylbromide 10mg,"Kram perut, kolik, nyeri spasmodik; kram perut; kolik; perut kejang; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Mulut kering, sembelit",2029-01-15,Tablet,https://placehold.co/400x300/f8fafc/f59e0b?text=Hyoscine+Tablet+10mg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
500,Cisapride Tablet,Lambung & Maag,35000.0,226,Cisapride 5mg,"Lambung kosong lambat, GERD ringan; Gejala: lambung lambat; kembung; dispepsia",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Cisapride 5mg,"Lambung kosong lambat, GERD ringan; lambung lambat; kembung; dispepsia; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Palpitasi (jangan dg aritmia),2029-01-15,Tablet,https://placehold.co/400x300/f8fafc/10b981?text=Cisapride+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
501,Activated Charcoal Kapsul,Pencernaan & Diare,8000.0,471,Karbon aktif 250mg kapsul,"Keracunan, kembung berlebih kapsul; Gejala: keracunan makanan; mual keracunan; norit kapsul",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Karbon aktif 250mg kapsul,"Keracunan, kembung berlebih kapsul; keracunan makanan; mual keracunan; norit kapsul; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Feses hitam,2028-03-15,Kapsul,https://placehold.co/400x300/f8fafc/f59e0b?text=Activated+Charcoal+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
502,Bifodan Kapsul,Pencernaan & Diare,65000.0,58,"Bifidobacterium, Lactobacillus probiotik","Keseimbangan flora usus, IBS; Gejala: IBS; usus sensitif; probiotik premium",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Bifidobacterium, Lactobacillus probiotik","Keseimbangan flora usus, IBS; IBS; usus sensitif; probiotik premium; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Jarang,2026-12-31,Kapsul,https://placehold.co/400x300/f8fafc/f59e0b?text=Bifodan+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
503,Lactulose Sirup,Pencernaan & Diare,45000.0,319,Lactulose 3.35g/5ml,Sembelit kronis dan ensefalopati hepatik; Gejala: sembelit kronis; bab tidak lancar; lactulose,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Lactulose 3.35g/5ml,Sembelit kronis dan ensefalopati hepatik; sembelit kronis; bab tidak lancar; lactulose; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Kembung, kram",2028-12-31,Sirup,https://placehold.co/400x300/f8fafc/f59e0b?text=Lactulose+Sirup,True,"[""otc"",""indonesia"",""chatbot-ready""]"
504,Bisacodyl Suppositoria Anak,Pencernaan & Diare,15000.0,319,Bisacodyl 5mg suppositoria,Sembelit anak segera; Gejala: sembelit bayi; anak tidak bisa bab; pencahar instan,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Bisacodyl 5mg suppositoria,Sembelit anak segera; sembelit bayi; anak tidak bisa bab; pencahar instan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Kram perut, iritasi lokal",2026-12-31,Produk,https://placehold.co/400x300/f8fafc/f59e0b?text=Bisacodyl+Suppositoria+Anak,True,"[""otc"",""indonesia"",""chatbot-ready""]"
505,Clindamycin Gel 1%,Obat Kulit & Luka,22000.0,367,Clindamycin Phosphate 1%,Jerawat meradang topikal; Gejala: jerawat meradang gel; acne gel,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Clindamycin Phosphate 1%,Jerawat meradang topikal; jerawat meradang gel; acne gel; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Kulit kering,2027-06-30,Gel,https://placehold.co/400x300/f8fafc/ec4899?text=Clindamycin+Gel+1%,True,"[""otc"",""indonesia"",""chatbot-ready""]"
506,Nicotinamide Gel,Obat Kulit & Luka,85000.0,62,Niacinamide 4%,"Pori besar, produksi sebum berlebih; Gejala: pori-pori besar; minyak wajah; niacinamide",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Niacinamide 4%,"Pori besar, produksi sebum berlebih; pori-pori besar; minyak wajah; niacinamide; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Jarang,2027-06-30,Gel,https://placehold.co/400x300/f8fafc/ec4899?text=Nicotinamide+Gel,True,"[""otc"",""indonesia"",""chatbot-ready""]"
507,Salicylic Acid 2% Gel,Obat Kulit & Luka,18000.0,238,Salicylic Acid 2% gel,"Komedo, jerawat ringan, kulit berminyak; Gejala: komedo; jerawat ringan; SA gel",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Salicylic Acid 2% gel,"Komedo, jerawat ringan, kulit berminyak; komedo; jerawat ringan; SA gel; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Kulit kering, perih",2028-03-15,Gel,https://placehold.co/400x300/f8fafc/ec4899?text=Salicylic+Acid+2%+Gel,True,"[""otc"",""indonesia"",""chatbot-ready""]"
508,Benzoyl Peroxide 5% Gel,Obat Kulit & Luka,35000.0,437,Benzoyl Peroxide 5%,Jerawat sedang membandel; Gejala: jerawat bandel; bp5; benzoyl peroxide,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Benzoyl Peroxide 5%,Jerawat sedang membandel; jerawat bandel; bp5; benzoyl peroxide; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Kulit kering parah, mengelupas",2028-03-15,Gel,https://placehold.co/400x300/f8fafc/ec4899?text=Benzoyl+Peroxide+5%+Gel,True,"[""otc"",""indonesia"",""chatbot-ready""]"
509,Fluocinolone Cream 0.025%,Obat Kulit & Luka,18000.0,106,Fluocinolone Acetonide 0.025%,"Eksim, psoriasis, lichen; Gejala: eksim kronis; psoriasis ringan",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Fluocinolone Acetonide 0.025%,"Eksim, psoriasis, lichen; eksim kronis; psoriasis ringan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Penipisan kulit,2026-12-31,Topikal,https://placehold.co/400x300/f8fafc/ec4899?text=Fluocinolone+Cream+0.025%,True,"[""otc"",""indonesia"",""chatbot-ready""]"
510,Gentamicin Eye Drops,Mata & Telinga,18000.0,394,Gentamicin Sulfate 0.3% tetes mata,Konjungtivitis bakteri; Gejala: belekan; mata bernanah; konjungtivitis,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Gentamicin Sulfate 0.3% tetes mata,Konjungtivitis bakteri; belekan; mata bernanah; konjungtivitis; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Iritasi mata,2026-12-31,Tetes,https://placehold.co/400x300/f8fafc/0ea5e9?text=Gentamicin+Eye+Drops,True,"[""otc"",""indonesia"",""chatbot-ready""]"
